"accession_id"	"lineage"	"cross_references"	"collection_date"	"country"	"center_name"	"host"	"TAXON"	"coverage"	"phylogeny"
"LR862478"	"C.35"	""	"20200000"	"Switzerland"	"ETH ZURICH D-BSSE"	"Homo sapiens"	"2697049"	"98.54864"	""
"LR877979"	"B.1.190"	""	"20200329"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"99.98657"	""
"MW773288"	"B.1.429"	""	"20210228"	"USA"	""	"Homo sapiens"	"2697049"	"99.459404"	""
"MZ655683"	"AY.103"	""	"20210627"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"100.0"	""
"MZ212782"	"B.1.1.7"	""	"20210411"	"USA"	""	"Homo sapiens"	"2697049"	"99.976555"	""
"MZ010571"	"P.1"	""	"20210318"	"USA"	""	"Homo sapiens"	"2697049"	"99.94313"	""
"MZ434684"	"B.1.1.7"	""	"20210504"	"USA"	""	"Homo sapiens"	"2697049"	"99.949776"	""
"MZ037627"	"B.1.1.7"	""	"20210330"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"FR998574"	"B.1.117"	""	"20200423"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.99664"	""
"MZ779287"	"B.1.234"	""	"20210114"	"USA"	""	"Homo sapiens"	"2697049"	"99.99665"	""
"OU137766"	"B.1.1.7"	""	""	"Germany"	"Robert Koch Institute"	"Homo sapiens"	"2697049"	"99.99326"	""
"OA999252"	"B.1"	""	"20200923"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"96.04722"	""
"MW636809"	"B.1.2"	""	"20210119"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ943555"	"AY.25"	""	"20210803"	"USA"	""	"Homo sapiens"	"2697049"	"93.91802"	""
"MZ731765"	"AY.3"	""	"20210722"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"99.31544"	""
"MZ342826"	"B.1.1.453"	""	"20201028"	"USA"	"Minnesota Department of Health"	"Homo sapiens"	"2697049"	"99.26801"	""
"OV038293"	"AY.44"	""	"20211103"	"Switzerland"	"Swiss Pathogen Surveillance Platform (SPSP)"	"Homo sapiens"	"2697049"	"98.003075"	""
"OK233162"	"B.1.1.222"	""	"20210324"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ401777"	"B.1.1.7"	""	"20210519"	"USA"	""	"Homo sapiens"	"2697049"	"94.857254"	""
"OL626416"	"AY.103"	""	"20211105"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"92.20222"	""
"MZ002747"	"B.1.526"	""	"20210331"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ319184"	"B.1.1.7"	""	"20210519"	"USA"	""	"Homo sapiens"	"2697049"	"99.170975"	""
"MZ989276"	"AY.103"	""	"20210808"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ260781"	"B.1.1.7"	""	"20210503"	"USA"	""	"Homo sapiens"	"2697049"	"97.95706"	""
"MZ131307"	"B.1.526"	""	"20210414"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"FR998550"	"B.39"	""	"20200417"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"91.72319"	""
"MZ436113"	"B.1.634"	""	"20210608"	"USA"	"Minnesota Department of Health"	"Homo sapiens"	"2697049"	"99.267624"	""
"FR998106"	"B"	""	"20200426"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.844826"	""
"LR878064"	"B.1.1"	""	"20200330"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"100.0"	""
"FR993607"	"B.1.1.7"	""	"20210109"	"Switzerland"	"Swiss Pathogen Surveillance Platform (SPSP)"	"Homo sapiens"	"2697049"	"99.92957"	""
"FR999854"	"B.39"	""	"20200417"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"100.0"	""
"LR882407"	"B.1.177.44"	""	"20200000"	"Switzerland"	"ETH ZURICH D-BSSE"	"Homo sapiens"	"2697049"	"99.76926"	""
"MW813871"	"B.1.427"	""	"20210304"	"USA"	"Minnesota Department of Health"	"Homo sapiens"	"2697049"	"94.27104"	""
"OU806980"	"AD.2"	""	"20201005"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.795906"	""
"MZ620098"	"B.1.637"	""	"20210514"	"USA"	""	"Homo sapiens"	"2697049"	"85.61899"	""
"MZ223083"	"B.1.1.7"	""	"20210507"	"USA"	""	"Homo sapiens"	"2697049"	"99.5034"	""
"MZ152610"	"B.1.526"	""	"20210419"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MW808545"	"B.1.2"	""	"20210306"	"USA"	""	"Homo sapiens"	"2697049"	"98.93211"	""
"MZ141846"	"B.1.1.7"	""	"20210423"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MW841957"	"B.1.1.7"	""	"20210301"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MW565409"	"B.1.320"	""	"20200628"	"USA"	"CZ Biohub, UCSF"	"Homo sapiens"	"2697049"	"99.99664"	""
"MW486320"	"B.1.2"	""	"20201230"	"USA"	""	"Homo sapiens"	"2697049"	"98.243904"	""
"MZ531119"	"AY.118"	""	"20210621"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"100.0"	""
"MW420322"	"B.1.369"	""	"20200815"	"USA"	"Utah Public Health Laboratory"	"Homo sapiens"	"2697049"	"98.901985"	""
"MZ024592"	"B.1.1.7"	""	"20210330"	"USA"	""	"Homo sapiens"	"2697049"	"99.89931"	""
"MZ202821"	"B.1.1.519"	""	"20210415"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"OK656599"	"AY.44"	""	"20210920"	"USA"	"California Department of Public Health"	"Homo sapiens"	"2697049"	"99.22577"	""
"FR997116"	"B.1.229"	""	"20200410"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.59371"	""
"OK060529"	"AY.25"	""	"20210826"	"USA"	""	"Homo sapiens"	"2697049"	"99.4566"	""
"OU296823"	"B.1.1.7"	""	"20210521"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.5951"	""
"MW474285"	"B.1.2"	""	"20201113"	"USA"	"Seattle Flu Study submission group"	"Homo sapiens"	"2697049"	"98.382706"	""
"OU918704"	"AY.4.2"	""	"20211019"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.88257"	""
"OU896277"	"AY.4"	""	"20211003"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"97.89227"	""
"LR898571"	"B.1.416.1"	""	"20200000"	"Switzerland"	"ETH ZURICH D-BSSE"	"Homo sapiens"	"2697049"	"99.7726"	""
"OU899682"	"AY.4.2"	""	"20211014"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.81231"	""
"FR993418"	"B.1"	""	"20200314"	"Switzerland"	"Swiss Pathogen Surveillance Platform (SPSP)"	"Homo sapiens"	"2697049"	"100.0"	""
"MZ929370"	"AY.118"	""	"20210814"	"USA"	""	"Homo sapiens"	"2697049"	"94.620804"	""
"FR990512"	"B.1.177"	""	"20201222"	"Switzerland"	"Swiss Pathogen Surveillance Platform (SPSP)"	"Homo sapiens"	"2697049"	"100.0"	""
"FR991818"	"B.1.1"	""	"20200414"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.89937"	""
"OU805916"	"AY.4"	""	"20210902"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"74.40794"	""
"OU319856"	"AY.4"	""	"20210528"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.58849"	""
"MZ023029"	"B.1.637"	""	"20210327"	"USA"	""	"Homo sapiens"	"2697049"	"99.97993"	""
"MW424916"	"B.1.425"	""	"20200619"	"USA"	"Utah Public Health Laboratory"	"Homo sapiens"	"2697049"	"99.99665"	""
"MZ536567"	"P.1"	""	"20210612"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"100.0"	""
"MZ697111"	"AY.119"	""	"20210721"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"97.318794"	""
"MZ934269"	"AY.44"	""	"20210816"	"USA"	"Broad Institute Genomic Center for Infectious Diseases"	"Homo sapiens"	"2697049"	"98.0795"	""
"MZ290682"	"B.1.1.7"	""	"20210505"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ742202"	"B.1.621"	""	"20210709"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"99.97318"	""
"MZ312883"	"B.1.1.7"	""	"20210512"	"USA"	"Minnesota Department of Health"	"Homo sapiens"	"2697049"	"99.26747"	""
"FR994903"	"B.1.1"	""	"20200406"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.78388"	""
"FR996986"	"B.1.1"	""	"20200507"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"96.38708"	""
"OV214137"	"AY.39"	""	"20211109"	"Germany"	"Robert Koch Institute"	"Homo sapiens"	"2697049"	"98.15368"	""
"LR878115"	"B.1.8"	""	"20200311"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"98.76726"	""
"OU699843"	"AY.98"	""	"20210831"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.591835"	""
"LR814011"	"B.1.105"	""	"20200501"	"United Kingdom"	"Quadram Institute Bioscience"	"Homo sapiens"	"2697049"	"99.93973"	""
"LR881716"	""	""	""	"France"	"URMITE"	"homo sapiens"	"2697049"	"NaN"	""
"LR881617"	""	""	""	"France"	"URMITE"	"homo sapiens"	"2697049"	"NaN"	""
"LR882910"	"B.1.177.23"	""	"20200000"	"Switzerland"	"ETH ZURICH D-BSSE"	"Homo sapiens"	"2697049"	"99.7726"	""
"LR877817"	"B.1.8"	""	"20200324"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"99.932846"	""
"FR995560"	"B.1"	""	"20200402"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"97.97313"	""
"LC623949"	"R.1"	""	"20210100"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""
"LR721662"	""	""	""	""	"Swedish University of Agricultural Sciences"	""	"215681"	"100.0"	""
"OU856940"	"AY.4"	""	"20211005"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"97.71161"	""
"OU900323"	"AY.4"	""	"20211015"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.67514"	""
"OL535221"	"AY.3"	""	"20210815"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"100.0"	""
"MZ671699"	"AY.25"	""	"20210720"	"USA"	"MDH"	"Homo sapiens"	"2697049"	"99.5405"	""
"MZ232785"	"B.1.1.7"	""	"20210415"	"USA"	""	"Homo sapiens"	"2697049"	"99.84418"	""
"MW847657"	"B.1.429"	""	"20210312"	"USA"	"New Mexico Department of Health Scientific Laboratory"	"Homo sapiens"	"2697049"	"99.832115"	""
"MW702707"	"B.1.427"	""	"20201209"	"USA"	"CZ Biohub, UCSF"	"Homo sapiens"	"2697049"	"97.30654"	""
"MW851739"	"B.1.1.101"	""	"20210308"	"USA"	""	"Homo sapiens"	"2697049"	"95.52674"	""
"OU799408"	"AY.4"	""	"20210915"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.591835"	""
"OV146324"	"AY.98"	""	"20211112"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.57176"	""
"FR997344"	"B.1.1.8"	""	"20200420"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.59707"	""
"FR998645"	"B.1.1.10"	""	"20200417"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.993286"	""
"MZ141328"	"B.1.526"	""	"20210421"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ953308"	"AY.103"	""	"20210808"	"USA"	""	"Homo sapiens"	"2697049"	"99.828995"	""
"MZ939272"	"AY.122"	""	"20210729"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"OU329817"	"B.1.1.7"	""	"20210608"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"91.088875"	""
"FR999813"	"B.1.229"	""	"20200408"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.00611"	""
"MW964489"	"B.1.1.7"	""	"20210404"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ008637"	"B.1.2"	""	"20210302"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MW891798"	"B.1.637"	""	"20210322"	"USA"	""	"Homo sapiens"	"2697049"	"99.96988"	""
"LC650040"	"B.1.1.7"	""	"20210600"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""
"LR824438"	"B.1"	""	"20200000"	"Switzerland"	"ETH ZURICH D-BSSE"	"Homo sapiens"	"2697049"	"99.15393"	""
"LR883313"	"L.2"	""	"20200406"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"99.12354"	""
"LR883642"	"B.1"	""	"20200000"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"99.90933"	""
"LR884113"	"B.1"	""	"20200430"	"Spain"	"HOSPITAL UNIVERSITARY 12 DE OCTUBRE"	"Homo sapiens"	"2697049"	"100.0"	""
"LR861098"	"B.1"	""	"20200000"	"Switzerland"	"ETH ZURICH D-BSSE"	"Homo sapiens"	"2697049"	"99.74584"	""
"MZ727767"	"B.1.621"	""	"20210624"	"USA"	""	"Homo sapiens"	"2697049"	"99.490135"	""
"MZ615617"	"AY.2"	""	"20210711"	"USA"	"Orange County Public Health Laboratory submission group"	"Homo sapiens"	"2697049"	"99.99329"	""
"OK517799"	"AY.25"	""	"20210921"	"USA"	""	"Homo sapiens"	"2697049"	"99.53385"	""
"MT641598"	"A.1"	""	"20200416"	"USA"	"Seattle Flu Study submission group"	"Homo sapiens"	"2697049"	"100.0"	""
"OU606092"	"AY.4"	""	"20210819"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.845764"	""
"MW669810"	"B.1.1.316"	""	"20210208"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ492428"	"B.1.1.7"	""	"20210616"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ415085"	"B.1.1.7"	""	"20210513"	"USA"	""	"Homo sapiens"	"2697049"	"99.99329"	""
"MZ257115"	"B.1.637"	""	"20210513"	"USA"	"Broad Institute Genomic Center for Infectious Diseases"	"Homo sapiens"	"2697049"	"97.78455"	""
"FR997165"	"B.39"	""	"20200409"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.489624"	""
"MW518225"	"B.1.375"	""	"20201231"	"USA"	""	"Homo sapiens"	"2697049"	"99.35341"	""
"FR990768"	"C.16"	""	"20210111"	"Switzerland"	"Swiss Pathogen Surveillance Platform (SPSP)"	"Homo sapiens"	"2697049"	"100.0"	""
"FR998333"	"B.1.1"	""	"20200515"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"100.0"	""
"FR991465"	"B.1.160.26"	""	"20210129"	"Switzerland"	"Swiss Pathogen Surveillance Platform (SPSP)"	"Homo sapiens"	"2697049"	"100.0"	""
"FR999544"	"B.1.1"	""	"20200409"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.00947"	""
"FR997036"	"B.1.1"	""	"20200328"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.90934"	""
"FR991568"	"B.1.1.7"	""	"20210131"	"Switzerland"	"Swiss Pathogen Surveillance Platform (SPSP)"	"Homo sapiens"	"2697049"	"100.0"	""
"FR996639"	"B.1.229"	""	"20200416"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"96.19904"	""
"FR990861"	"B.1.160"	""	"20210112"	"Switzerland"	"Swiss Pathogen Surveillance Platform (SPSP)"	"Homo sapiens"	"2697049"	"100.0"	""
"FR997945"	"B.1"	""	"20200408"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"96.7665"	""
"MZ703874"	"AY.26"	""	"20210712"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"100.0"	""
"MZ166561"	"B.1.1.7"	""	"20210413"	"USA"	""	"Homo sapiens"	"2697049"	"99.36677"	""
"MZ943845"	"AY.25"	""	"20210722"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ670037"	"B.1.1.7"	""	"20210521"	"USA"	"Utah Public Health Laboratory"	"Homo sapiens"	"2697049"	"100.0"	""
"MZ946787"	"AY.110"	""	"20210813"	"USA"	""	"Homo sapiens"	"2697049"	"95.417404"	""
"OU755002"	"AY.94"	""	"20210719"	"Switzerland"	"Swiss Pathogen Surveillance Platform (SPSP)"	"Homo sapiens"	"2697049"	"99.222725"	""
"OV219425"	"B.1.617.2"	""	"20211123"	"Germany"	"Robert Koch Institute"	"Homo sapiens"	"2697049"	"96.57185"	""
"MW685482"	"B.1.400"	""	"20210102"	"USA"	"Texas Department of State Health Services-SARS-CoV-2 submission group"	"Homo sapiens"	"2697049"	"94.74514"	""
"MW641594"	""	""	"20210125"	"USA"	""	"Homo sapiens"	"2697049"	"64.11335"	""
"OU772558"	"AY.4"	""	"20210924"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.595184"	""
"MZ434387"	"B.1.617.2"	""	"20210510"	"USA"	""	"Homo sapiens"	"2697049"	"99.765"	""
"MZ049725"	"B.1.1.7"	""	"20210413"	"USA"	"Minnesota Department of Health"	"Homo sapiens"	"2697049"	"100.0"	""
"MZ714903"	"AY.44"	""	"20210630"	"USA"	""	"Homo sapiens"	"2697049"	"99.99664"	""
"MZ030636"	"B.1.2"	""	"20210405"	"USA"	""	"Homo sapiens"	"2697049"	"99.012825"	""
"FR996280"	"B.27"	""	"20200322"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.74744"	""
"FR996381"	"B.1.383"	""	"20200330"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.78388"	""
"MZ072631"	"B.1.526"	""	"20210419"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"FR996087"	"B.1.1"	""	"20200401"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.909836"	""
"FR996184"	"B.1.1.1"	""	"20200329"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.03849"	""
"OL803706"	"B.1.1.7"	""	"20210000"	"USA"	""	"Homo sapiens"	"2697049"	"99.76857"	""
"OK223711"	"AY.105"	""	"20210902"	"USA"	""	"Homo sapiens"	"2697049"	"96.76489"	""
"OL402371"	"AY.86"	""	"20211005"	"USA"	""	"Homo sapiens"	"2697049"	"99.92959"	""
"FR999430"	"B.1"	""	"20200421"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.00947"	""
"OU522415"	"AY.4"	""	"20210731"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.595184"	""
"FR998537"	"A.2.3"	""	"20200326"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.405075"	""
"FR990935"	"B.1.160.16"	""	"20210114"	"Switzerland"	"Swiss Pathogen Surveillance Platform (SPSP)"	"Homo sapiens"	"2697049"	"100.0"	""
"OU349899"	"AY.4"	""	"20210616"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.595184"	""
"FR992352"	"B.1.1.7"	""	"20210228"	"Switzerland"	"Swiss Pathogen Surveillance Platform (SPSP)"	"Homo sapiens"	"2697049"	"100.0"	""
